appid,best_community_idx,best_community_id,similarity
2351120,7,7,0.5585156679153442
1411030,7,7,0.5584872961044312
1640630,7,7,0.5584797859191895
1711400,7,7,0.5584777593612671
368390,7,7,0.5584564805030823
964440,7,7,0.55830317735672
1061880,6,6,0.5581393837928772
697960,7,7,0.5578601360321045
1372910,7,7,0.5576337575912476
921520,7,7,0.5575291514396667
1017580,7,7,0.557450532913208
864700,7,7,0.5572469234466553
357780,7,7,0.5572342872619629
924750,7,7,0.5569872856140137
3172450,7,7,0.5569226145744324
272860,6,6,0.5568655729293823
1741880,7,7,0.5567429065704346
1395560,7,7,0.5566220283508301
1552310,7,7,0.556598961353302
3501610,7,7,0.5565659999847412
766150,7,7,0.5564661622047424
568500,7,7,0.5564514398574829
260570,6,6,0.5564013123512268
664830,6,6,0.5563855767250061
355630,7,7,0.556013822555542
264840,7,7,0.5560120344161987
347600,7,7,0.5556947588920593
3152590,7,7,0.5554211735725403
257750,7,7,0.5550822615623474
690630,7,7,0.5549013614654541
1507190,7,7,0.5548680424690247
1178150,7,7,0.554745614528656
741430,7,7,0.5547356009483337
2330870,7,7,0.5546301007270813
765640,7,7,0.5544647574424744
336060,7,7,0.5543663501739502
1886400,7,7,0.5541226863861084
271850,7,7,0.5540676116943359
1717570,7,7,0.5538422465324402
1621070,7,7,0.5536829233169556
338300,7,7,0.5534353852272034
1547860,7,7,0.553354024887085
1565660,7,7,0.5532248616218567
2510130,7,7,0.5531412959098816
1107720,7,7,0.5531144738197327
292240,13,13,0.5531039237976074
908790,7,7,0.5530558824539185
437100,7,7,0.552978515625
1372320,7,7,0.5529770851135254
2599950,7,7,0.5529462099075317
2671210,7,7,0.5529420971870422
2956400,7,7,0.5527850985527039
714160,7,7,0.5527629852294922
427190,7,7,0.5526710748672485
616040,7,7,0.5526657104492188
2386580,7,7,0.5524740815162659
525300,7,7,0.5524229407310486
1996210,7,7,0.5522973537445068
1120370,7,7,0.5522830486297607
2093010,6,6,0.5521125793457031
228400,7,7,0.5517992973327637
568830,7,7,0.5517369508743286
2891870,7,7,0.5517204999923706
326590,7,7,0.551685094833374
1086410,7,7,0.5516644716262817
1769780,7,7,0.551648736000061
241600,7,7,0.5514421463012695
552270,7,7,0.5510360598564148
222500,7,7,0.5505921244621277
903910,7,7,0.5504596829414368
1640300,7,7,0.5504117012023926
844850,7,7,0.5502756237983704
684430,7,7,0.5502545237541199
2772990,7,7,0.5502539277076721
1478970,7,7,0.5502333045005798
724580,7,7,0.550082802772522
2776020,7,7,0.5499232411384583
248970,7,7,0.5498670935630798
356650,7,7,0.5498014688491821
922320,7,7,0.5497899055480957
325090,7,7,0.5497095584869385
